service_date,gtfs_route_id,gtfs_route_short_name,gtfs_route_long_name,gtfs_route_desc,route_category,mode_type,peak_offpeak_ind,metric_type,otp_numerator,otp_denominator,cancelled_numerator,ObjectId
2024/05/13 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,27,30,0,11584
2024/05/13 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,16,19,0,11588
2024/05/13 04:00:00+00,CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,30,0,11589
2024/05/13 04:00:00+00,CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,27,27,0,11590
2024/05/13 04:00:00+00,CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,17,17,0,11591
2024/05/13 04:00:00+00,CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,31,31,0,11592
2024/05/13 04:00:00+00,CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,11,17,0,11593
2024/05/13 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,17,22,1,11594
2024/05/13 04:00:00+00,CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,24,35,3,11595
2024/05/09 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,16,19,0,11619
2024/05/09 04:00:00+00,CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,28,31,0,11620
2024/05/09 04:00:00+00,CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,30,0,11637
2024/05/09 04:00:00+00,CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,26,27,0,11638
2024/05/09 04:00:00+00,CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,35,35,0,11639
2024/05/09 04:00:00+00,CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,17,17,0,11640
2024/05/08 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,21,21,0,11675
2024/05/08 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,23,23,0,11676
2024/05/08 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,21,23,0,11678
2024/05/08 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,29,30,0,11679
2024/05/08 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,17,19,0,11684
2024/05/08 04:00:00+00,CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,30,0,11685
2024/05/08 04:00:00+00,CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,27,27,0,11686
2024/05/08 04:00:00+00,CR-Worcester,,Framingham/Worcester Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,35,35,0,11687
2024/05/08 04:00:00+00,CR-Franklin,,Franklin Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,17,17,0,11688
2024/05/08 04:00:00+00,CR-Haverhill,,Haverhill Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,31,0,11689
2024/05/08 04:00:00+00,CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,10,18,0,11696
2024/05/08 04:00:00+00,CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,23,24,0,11699
2024/05/08 04:00:00+00,CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,13,20,0,11700
2024/05/08 04:00:00+00,CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,25,25,0,11701
2024/05/08 04:00:00+00,CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,10,10,0,11702
2024/05/08 04:00:00+00,CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,PEAK,Headway / Schedule Adherence,9,11,0,11703
2024/05/10 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,20,21,0,11723
2024/05/10 04:00:00+00,CR-Newburyport,,Newburyport/Rockport Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,21,23,0,11726
2024/05/09 04:00:00+00,CR-Needham,,Needham Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,24,25,0,11729
2024/05/10 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,23,23,0,11738
2024/05/09 04:00:00+00,CR-Kingston,,Kingston/Plymouth Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,11,18,0,11769
2024/05/09 04:00:00+00,CR-Lowell,,Lowell Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,19,24,0,11770
2024/05/09 04:00:00+00,CR-Middleborough,,Middleborough/Lakeville Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,13,20,0,11771
2024/05/10 04:00:00+00,CR-Providence,,Providence/Stoughton Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,29,30,0,11784
2024/05/10 04:00:00+00,CR-Greenbush,,Greenbush Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,19,19,0,11793
2024/05/10 04:00:00+00,CR-Fairmount,,Fairmount Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,30,30,0,11795
2024/05/10 04:00:00+00,CR-Fitchburg,,Fitchburg Line,Commuter Rail,,Commuter Rail,OFF_PEAK,Headway / Schedule Adherence,27,27,0,11798
